Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
06:59:16,2023-07-03,ACC620895,ACC676140,6927.800701412269,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:15:26,2022-09-30,ACC582933,ACC214316,-4360.271613092223,Yen,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
22:54:22,2023-09-08,ACC450891,ACC824084,-3810.559682976639,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
11:11:42,2023-03-29,ACC385452,ACC327891,132.43847612021364,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
10:48:25,2022-10-07,6653699393.0,9771156850.0,522.82,Dirham,Indian rupee,UAE,India,Cross-border,0.0,Normal_Small_Fan_Out
16:45:10,2022-10-07,7758268667.0,8992041252.0,7556.75,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
13:21:49,2022-10-07,6644494660.0,3655768972.0,3240.5,Turkish lira,Moroccan dirham,Turkey,Morocco,Cross-border,0.0,Normal_Small_Fan_Out
12:15:58,2022-10-07,1151481341.0,7024120025.0,800.97,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
11:58:49,2022-10-07,822669024.0,6855864868.0,2259.44,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:18:31,2022-10-07,5982914936.0,4409725873.0,8239.86,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
00:03:10,2022-07-04,ACC426778,ACC575707,5059.481754799617,Yen,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
13:12:52,2022-10-07,7125011674.0,6034997194.0,5203.31,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
13:01:56,2022-10-07,7501327339.0,5481350266.0,18476.22,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
12:09:03,2022-10-07,1490260385.0,1377603863.0,7359.65,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
11:28:43,2022-10-07,4150879707.0,409707192.0,10634.1,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
10:35:38,2022-10-07,2047410771.0,6646502650.0,8110.72,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
12:34:35,2022-10-07,7669236826.0,1675218057.0,7621.78,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
07:49:22,2022-09-06,ACC539160,ACC391095,-3133.860772975432,UK pounds,Naira,UK,India,Cash Deposit,1.0,Normal_Small_Fan_Out
15:04:06,2022-10-07,1207189131.0,439174346.0,27254.21,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:56:20,2022-10-07,7600648331.0,4746455673.0,64220.61,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Mutual
12:57:37,2022-10-07,7758268667.0,5402206630.0,6219.5,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
13:13:30,2022-10-07,6331386777.0,7294407426.0,2317.84,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:44:42,2022-10-07,2419308259.0,9432331938.0,16034.01,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,0.0,Normal_Plus_Mutual
13:15:49,2022-10-07,7609919550.0,7160736915.0,12312.83,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
10:47:12,2023-06-16,ACC367361,ACC302639,8599.734513573389,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:18:24,2022-10-07,557472407.0,454731898.0,428.02,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
13:35:30,2022-10-07,6904668523.0,2361327503.0,7412.84,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
00:09:47,2022-08-05,ACC152462,ACC713617,-3660.189212124261,UK pounds,Indian rupee,Japan,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
14:09:47,2022-10-07,5313485292.0,9105769228.0,19656.52,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:28:15,2022-10-07,7700215720.0,3523706197.0,113.03,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
16:45:33,2022-10-07,1860276721.0,3220735304.0,8140.43,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
13:22:28,2022-10-07,5325117002.0,4173195094.0,16959.8,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
16:32:37,2022-10-07,9599009457.0,8900742620.0,6177.89,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0.0,Normal_Fan_Out
12:46:53,2022-02-20,ACC945008,ACC960176,1964.899982075321,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
06:39:30,2022-08-09,ACC404432,ACC577721,-6354.032347410989,UK pounds,UK pounds,UK,India,Cross-border,1.0,Normal_Small_Fan_Out
13:03:09,2022-10-07,4412594608.0,1802934841.0,2088.23,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
09:45:59,2023-01-25,ACC324365,ACC469830,270.9238415236823,Yen,UK pounds,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
15:08:07,2022-10-07,8097934495.0,9864529162.0,2476.61,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:03:50,2022-10-07,5452849099.0,4336977506.0,8616.78,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:09:54,2022-10-07,4924839218.0,9567308380.0,1545.45,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:04:04,2022-10-07,109525315.0,8518184956.0,38654.66,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
16:15:18,2022-10-07,8987848252.0,685567924.0,10821.08,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:55:20,2022-10-07,7501327339.0,5481350266.0,18316.68,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
08:16:28,2023-10-18,ACC574108,ACC942318,15017.40446450428,UK pounds,Naira,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
05:54:43,2023-04-12,ACC196569,ACC661307,-5110.199077607157,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
08:13:06,2022-05-09,ACC493346,ACC179836,9925.537166422886,UK pounds,Indian rupee,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
12:11:28,2022-10-07,1858089957.0,6470081575.0,125.25,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
15:20:28,2022-10-07,3614082527.0,4993238031.0,6469.89,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
14:38:57,2022-10-07,569955345.0,3695545812.0,6016.17,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
12:37:48,2022-10-07,2365007895.0,5745861775.0,9123.48,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
23:19:17,2023-01-14,ACC195166,ACC227596,5002.201913478881,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
13:08:42,2022-10-07,9416949366.0,8264100893.0,4562.29,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Group
17:00:51,2022-11-04,ACC798609,ACC532204,-2482.407532347768,UK pounds,Mexican Peso,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:28:01,2022-10-07,485058172.0,890618584.0,44841.29,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Mutual
15:08:47,2022-10-07,5626821295.0,660794896.0,7549.02,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:59:41,2022-10-07,4077353464.0,5585446951.0,124.39,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
11:31:01,2022-10-07,5118433753.0,7391734039.0,1575.15,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
09:58:47,2023-08-11,ACC500298,ACC362798,-450.6045312969627,UK pounds,Indian rupee,UK,Mexico,Cash Withdrawal,1.0,Normal_Small_Fan_Out
03:51:34,2022-12-10,ACC964530,ACC488367,330.8876411047104,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:24:42,2022-10-07,3253755133.0,1561409006.0,6300.64,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:50:24,2022-10-07,3219278162.0,4849752579.0,9240.12,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:07:57,2022-10-07,5363364893.0,2964607986.0,7828.16,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Small_Fan_Out
16:11:04,2022-10-07,5841199330.0,9085568053.0,2387.22,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:07:57,2022-10-07,6401579612.0,8678802420.0,10667.59,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
17:08:33,2022-05-15,ACC492358,ACC916833,7367.597888576385,Yen,Mexican Peso,UK,USA,Cross-border,1.0,Normal_Small_Fan_Out
15:36:56,2022-10-07,5021785800.0,5672438828.0,13364.97,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
13:49:51,2022-10-07,2797271466.0,8149040968.0,13126.07,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
08:24:53,2023-09-10,ACC825328,ACC577869,5400.419359068582,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:10:40,2022-10-07,478240506.0,1623849740.0,2814.86,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
12:24:56,2022-10-07,7258907582.0,4855546080.0,311.83,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
15:36:56,2022-10-07,1087195568.0,4035421426.0,16569.71,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
11:25:20,2023-02-26,ACC524796,ACC133824,13640.801706656435,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:51:06,2022-10-07,9222757302.0,5109623450.0,9321.72,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
11:53:41,2022-02-12,ACC612094,ACC377110,-5331.184259475248,Yen,UK pounds,UK,Mexico,Debit card,1.0,Normal_Small_Fan_Out
14:09:24,2022-10-07,9853775637.0,9341071779.0,2130.93,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
22:40:09,2023-07-22,ACC342011,ACC160633,1712.3296240358522,UK pounds,UK pounds,UK,Mexico,Cash Deposit,1.0,Normal_Small_Fan_Out
08:31:14,2023-07-12,ACC197605,ACC129582,10224.291813526768,UK pounds,Naira,Japan,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
22:49:21,2023-10-09,ACC697805,ACC456271,-2694.219438733985,UK pounds,Indian rupee,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
13:49:39,2022-10-07,4763305803.0,8172080174.0,7463.32,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:05:50,2022-10-07,7421451752.0,2376022691.0,4802.72,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
15:13:20,2022-10-07,4702145766.0,9418647955.0,4919.79,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
11:35:05,2022-10-07,8456279067.0,1212654276.0,6982.27,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
16:32:46,2022-10-07,5520808053.0,1377603863.0,8873.02,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:02:55,2022-10-07,5971751243.0,6406540474.0,120.0,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
11:03:10,2022-10-07,7584000699.0,2042062597.0,3645.33,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Periodical
04:51:25,2022-01-15,ACC597896,ACC616077,-4084.571657914611,UK pounds,UK pounds,UK,Nigeria,Debit card,1.0,Normal_Small_Fan_Out
11:29:22,2022-10-07,8572039029.0,1431561040.0,10280.08,Euro,UK pounds,France,UK,Cross-border,0.0,Normal_Fan_In
10:41:31,2022-10-07,9390718271.0,5933990094.0,99.16,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0.0,Normal_Small_Fan_Out
11:10:25,2022-10-07,5955159897.0,6034997194.0,13325.37,Euro,UK pounds,Germany,UK,Cross-border,0.0,Normal_Fan_In
12:24:30,2022-10-07,4602072566.0,2415599111.0,3486.04,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Group
13:23:47,2022-10-07,5452849099.0,4336977506.0,8617.59,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:40:05,2022-10-07,6001865154.0,3171998828.0,2457.77,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
12:09:15,2022-10-07,1509536110.0,4972286009.0,225.23,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
16:41:50,2022-10-07,6057444675.0,9549349263.0,11035.45,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
22:32:22,2022-06-07,ACC677807,ACC533231,-4109.087436967812,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:41:39,2022-10-07,964226904.0,1320927231.0,7236.4,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
13:13:53,2022-10-07,8744916972.0,8352571580.0,4488.74,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:17:22,2022-10-07,675669049.0,3764741730.0,6138.33,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
13:51:19,2022-10-07,2833895088.0,2407184317.0,5331.48,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Group
12:07:43,2022-10-07,3553120499.0,6565849821.0,334.41,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
12:30:08,2022-05-19,ACC762505,ACC878209,2408.5102038074674,UK pounds,UK pounds,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:47:55,2022-10-07,1915450576.0,5510366236.0,6166.97,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
11:35:48,2022-10-07,3469159594.0,2156048489.0,2643.79,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
12:14:46,2022-02-09,ACC356593,ACC130380,-2800.345317113114,UK pounds,UK pounds,UK,USA,Debit card,1.0,Normal_Small_Fan_Out
14:24:26,2022-10-07,2714492146.0,6352661860.0,1113.32,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
00:59:24,2023-03-28,ACC711435,ACC210693,2264.441569399281,UK pounds,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
17:13:04,2022-10-11,ACC584569,ACC162893,-219.092554188278,UK pounds,Indian rupee,UK,Nigeria,Cash Deposit,1.0,Normal_Small_Fan_Out
12:26:31,2023-10-08,ACC533538,ACC309025,10752.772035535258,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:06:09,2022-10-07,1887550203.0,3227382666.0,14257.58,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
15:32:48,2022-10-07,9226756684.0,5858369125.0,17379.78,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:57:37,2022-10-07,8278462007.0,1844120586.0,1515.29,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:09:35,2022-10-07,7501327339.0,3546968911.0,5092.25,UK pounds,Euro,UK,Germany,Cross-border,0.0,Normal_Fan_Out
14:54:55,2022-10-07,7618276780.0,3381887831.0,1395.2,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
13:18:00,2022-10-07,2698592594.0,3695545812.0,4540.95,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:32:25,2022-10-07,5351526399.0,2624651161.0,14820.28,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
23:44:35,2023-11-16,ACC431908,ACC995877,-3539.857473214427,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
15:43:41,2022-10-07,8047909179.0,2584568182.0,2700.84,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Periodical
05:45:28,2023-06-29,ACC633620,ACC684590,2182.244857745492,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
15:49:08,2022-10-07,3405610655.0,5654041314.0,16344.69,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:02:13,2022-10-07,4103180751.0,8737110627.0,1550.36,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
05:29:16,2022-11-09,ACC789807,ACC335125,-3415.3667530639987,Yen,UK pounds,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
19:52:01,2022-02-27,ACC639839,ACC352845,6400.823292435434,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
14:01:42,2022-10-07,4568481423.0,6589378502.0,14138.2,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Mutual
15:39:59,2022-07-17,ACC622771,ACC762627,18174.53023828659,UK pounds,UK pounds,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
15:39:47,2022-10-07,9517003264.0,2783526704.0,370.91,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
21:41:59,2023-06-06,ACC746408,ACC437784,686.8868544004799,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
13:38:16,2022-10-07,1505686023.0,8678802420.0,5490.89,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
13:43:41,2022-10-07,2609955485.0,2591280855.0,5838.44,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Periodical
12:07:33,2022-10-07,3262760251.0,3695545812.0,20651.87,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:06:42,2022-10-07,3704147823.0,3960870790.0,111.18,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0.0,Normal_Small_Fan_Out
14:45:29,2022-10-07,675669049.0,6744312059.0,9503.53,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
13:58:43,2023-10-10,ACC423225,ACC242051,-483.6886826966265,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:33:35,2022-10-07,7533282012.0,4775867787.0,6076.03,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:57:17,2022-10-07,2359149347.0,7975935824.0,15676.74,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Group
13:05:02,2022-10-07,557472407.0,790889166.0,16282.58,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:39:33,2022-10-07,9734083970.0,9232891126.0,7167.41,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
13:51:46,2022-10-07,7492806173.0,3030702297.0,10183.89,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:47:17,2022-10-07,8503465200.0,6003839788.0,789.64,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:37:16,2022-10-07,8600069993.0,7892884492.0,12274.26,UK pounds,US dollar,UK,USA,Cross-border,0.0,Normal_Fan_In
16:27:42,2022-10-07,2365007895.0,5021091640.0,14747.51,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:05:13,2022-10-07,4331970246.0,8516236307.0,4178.45,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
16:10:18,2022-10-07,7903036093.0,1854596248.0,4628.18,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
11:13:02,2022-10-07,7671695099.0,5312740443.0,3071.63,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
04:27:34,2022-08-27,ACC575681,ACC715311,1091.7456051125982,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:57:35,2023-10-06,ACC188117,ACC475494,5816.000551337768,Yen,US dollar,UK,Nigeria,Cash Deposit,1.0,Normal_Small_Fan_Out
11:04:16,2022-10-07,1369330563.0,6103470421.0,54.46,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:10:56,2022-10-07,7501327339.0,7122039154.0,5356.7,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
15:06:51,2022-10-07,3403029944.0,1687522558.0,464.88,UK pounds,Naira,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
11:29:06,2022-10-07,6086421020.0,7909637145.0,5813.31,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
15:11:42,2022-10-07,3709430533.0,7534701000.0,9041.02,Yen,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
12:12:22,2022-10-07,6115631534.0,5498937793.0,757.89,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:40:10,2022-10-07,9021870555.0,3695545812.0,6204.15,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
10:36:09,2022-10-07,1074336451.0,855832934.0,2299.29,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
13:19:20,2022-10-07,8147726877.0,6646502650.0,11913.22,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
11:26:58,2022-10-07,2921941084.0,8782918179.0,5979.22,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:08:06,2022-10-07,2365007895.0,2954469099.0,13168.75,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
06:58:10,2023-02-02,ACC258922,ACC541547,7066.9599415379535,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
08:32:21,2022-10-09,ACC717673,ACC879969,6264.9263212665,UK pounds,Naira,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
14:19:41,2022-10-07,8572310683.0,5896180453.0,6119.24,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
15:31:12,2022-10-07,7360310880.0,4959866554.0,12715.94,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:37:05,2022-10-07,5896510161.0,1377603863.0,7603.2,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:36:31,2022-10-07,3582202830.0,7930477918.0,4624.54,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:56:43,2022-10-07,9126793689.0,3126651091.0,2502.23,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:04:48,2022-10-07,483243369.0,1563430485.0,11178.91,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
18:39:03,2022-09-25,ACC882555,ACC817866,1114.7415051574562,UK pounds,UK pounds,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:26:23,2022-10-07,8273126721.0,409707192.0,6154.89,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
11:16:09,2022-10-07,6057444675.0,8861171324.0,10802.03,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
13:00:57,2022-10-07,8386202710.0,1554860508.0,5232.92,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:12:28,2022-10-07,7084814851.0,6206407074.0,1235.65,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
12:23:37,2022-10-07,6106138674.0,3220735304.0,11626.29,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:11:44,2022-10-07,4587184588.0,6223365730.0,10566.91,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:38:10,2022-12-12,ACC577495,ACC687441,5286.1970765021,UK pounds,Mexican Peso,UK,USA,Cash Deposit,1.0,Normal_Small_Fan_Out
15:16:17,2022-10-07,3033487411.0,2792469177.0,607.37,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Small_Fan_Out
14:17:57,2022-10-07,7580883195.0,1695584314.0,555.99,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Group
12:10:12,2022-10-07,5102544036.0,5109623450.0,6893.58,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:48:40,2022-10-07,3326132093.0,1758559115.0,20862.77,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:03:08,2022-10-07,1491989064.0,478973149.0,6478.51,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
13:06:38,2022-10-07,3633597876.0,7665280978.0,7092.54,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:54:48,2022-10-07,5537412660.0,4491034569.0,3022.65,UK pounds,Albanian lek,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
12:13:48,2022-10-07,9365735467.0,9105769228.0,18855.46,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:41:18,2022-10-07,3864603006.0,5858369125.0,20100.84,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
14:18:56,2023-10-29,ACC951252,ACC259001,-5709.26744541087,Yen,US dollar,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
12:18:55,2022-10-07,7657265532.0,25235776.0,820.96,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:24:15,2022-10-07,4622747128.0,4293580479.0,8854.43,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
14:12:18,2022-10-07,4875006777.0,127584886.0,1721.29,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
12:59:48,2022-10-07,6541552727.0,3844741692.0,10965.78,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
21:52:42,2022-04-25,ACC582492,ACC752437,2310.658085124616,Yen,UK pounds,Japan,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
11:05:29,2022-10-07,7352447338.0,156068548.0,1021.93,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
10:40:32,2022-10-07,8770181801.0,8926941188.0,1818.3,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
11:48:27,2022-10-07,4721051060.0,21609978.0,3179.44,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0.0,Normal_Plus_Mutual
13:08:25,2022-10-07,703647888.0,1431561040.0,19964.67,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
13:50:03,2022-10-07,5166088047.0,1890167019.0,3310.04,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
